ID,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weatherconditions,Road_traffic_density,Type_of_vehicle,multiple_deliveries,Time_taken(min)
0xa78d ,4.1,21.183434,72.814492,21.263434,72.894492,Stormy,Jam,motorcycle,0,34
0x776e ,4.6,19.120083,72.907385,19.250083,73.037385,Sandstorms,Low,scooter,1,17
0xd943 ,4.0,22.538999,88.322337,22.578999,88.362337,Windy,Medium,motorcycle,1,38
0xb16c ,5.0,23.333017,85.3172,23.393017,85.3772,Windy,Medium,motorcycle,0,23
0x4347 ,4.0,19.091458,72.827808,19.101458,72.837808,Windy,Low,motorcycle,0,19
0x11b4 ,4.2,22.310237,73.158921,22.400237,73.248921,Windy,Medium,motorcycle,1,35
0x8336 ,4.7,17.483216,78.552111,17.493216,78.562111,Sunny,Low,motorcycle,1,25
0x338b ,4.6,26.913987,75.752891,27.053987,75.892891,Sunny,Jam,scooter,0,26
0x3fb2 ,4.7,18.994237,72.825553,19.084237,72.915553,Sandstorms,Medium,scooter,1,21
0x9767 ,4.9,19.1813,72.836191,19.1913,72.846191,Sunny,Low,motorcycle,0,18
0x2188 ,4.6,12.310972,76.659264,12.390972,76.739264,Stormy,Low,motorcycle,0,18
0x6cbd ,4.9,26.90519,75.810753,26.98519,75.890753,Cloudy,Low,motorcycle,1,20
0x954e ,4.7,19.065838,72.832658,19.155838,72.922658,Sandstorms,Medium,motorcycle,1,42
0xbeaa ,4.6,12.323978,76.627961,12.453978,76.757961,Windy,Jam,electric_scooter,1,30
0x3dc2 ,4.5,17.41233,78.449654,17.49233,78.529654,Fog,Medium,motorcycle,1,34
0xe26c ,4.4,22.515082,88.36783,22.625082,88.47783,Sunny,Jam,motorcycle,1,32
0xd6c8 ,4.8,15.546594,73.760431,15.596594,73.810431,Fog,Jam,scooter,1,20
0xc29f ,4.0,9.957144,76.296783,10.047144,76.386783,Fog,Medium,motorcycle,0,42
0x9e5d ,4.6,11.006686,76.951736,11.136686,77.081736,Stormy,Jam,scooter,1,22
0xdd48 ,4.7,26.469003,80.316344,26.509003,80.356344,Windy,High,scooter,0,27
0x34f1 ,4.3,17.451976,78.385883,17.541976,78.475883,Windy,Jam,motorcycle,1,44
0x70b ,4.7,26.913726,75.75282,27.053726,75.89282,Fog,Low,scooter,0,19
0x3895 ,4.9,23.359407,85.325055,23.369407,85.335055,Windy,Low,electric_scooter,0,21
0x9bc1 ,4.9,11.003681,76.975525,11.053681,77.025525,Windy,Low,motorcycle,1,24
0x8777 ,4.7,11.022477,76.995667,11.102477,77.075667,Stormy,Medium,scooter,1,23
0x7918 ,4.8,19.22384,72.841347,19.25384,72.871347,Fog,Low,scooter,0,18
0xb636 ,4.4,11.010375,76.95295,11.060375,77.00295,Stormy,Low,motorcycle,1,29
0x8584 ,4.9,18.546947,73.900626,18.656947,74.010626,Fog,Medium,scooter,0,25
0xe058 ,4.7,25.449872,81.836167,25.559872,81.946167,Fog,Low,motorcycle,1,20
0x883d ,4.2,10.96185,76.971082,11.07185,77.081082,Stormy,Jam,motorcycle,0,39
0x6e6b ,4.0,21.157735,72.768778,21.237735,72.848778,Sandstorms,Medium,motorcycle,0,38
0x8dab ,4.9,12.323978,76.627961,12.353978,76.657961,Stormy,Jam,scooter,0,15
0xa82a ,4.8,18.592718,73.773572,18.602718,73.783572,Sunny,Low,scooter,0,13
0x42c8 ,4.8,22.725748,75.898497,22.735747,75.908497,Cloudy,Low,motorcycle,1,13
0xd06 ,4.0,17.451976,78.385883,17.491976,78.425883,Windy,Medium,motorcycle,1,32
0x390f ,4.8,11.003681,76.975525,11.023681,76.995525,Windy,High,motorcycle,0,12
0x49b9 ,4.6,23.39925,85.390464,23.46925,85.460464,Sandstorms,Jam,motorcycle,1,31
0xa158 ,4.9,21.173343,72.792731,21.263343,72.882731,Cloudy,Medium,motorcycle,0,41
0xdd94 ,4.7,15.516833,73.768172,15.576833,73.828172,Sandstorms,Low,scooter,0,20
0x7fbd ,4.5,12.310972,76.659264,12.370972,76.719264,Windy,Medium,motorcycle,0,10
0xb11b ,4.5,23.333017,85.3172,23.353017,85.3372,Fog,Low,scooter,1,15
0x5cd7 ,4.6,12.352058,76.60665,12.392058,76.64665,Fog,High,motorcycle,1,20
0x27e6 ,4.5,26.911927,75.797282,26.991927,75.877282,Stormy,Medium,scooter,1,17
0xb2d8 ,4.8,12.970221,77.645396,13.030221,77.705396,Sunny,Low,motorcycle,0,10
0x293e ,4.2,22.310329,73.169083,22.360329,73.219083,Stormy,Jam,motorcycle,1,34
0x65d8 ,4.9,17.458998,78.500366,17.468998,78.510366,Stormy,Low,motorcycle,1,19
0x7ee8 ,4.4,19.121999,72.908493,19.211999,72.998493,Sandstorms,Jam,motorcycle,1,39
0x9db0 ,4.7,26.910262,75.783013,26.950262,75.823013,Cloudy,Medium,motorcycle,0,21
0x20e1 ,4.2,12.978453,77.643685,13.068453,77.733685,Stormy,Medium,motorcycle,1,33
0x1645 ,4.9,12.352058,76.60665,12.462058,76.71665,Sunny,Medium,scooter,1,18
0x4d25 ,4.2,11.010375,76.95295,11.140375,77.08295,Cloudy,Low,scooter,0,35
0x659c ,4.3,26.891191,75.802083,26.931191,75.842083,Fog,High,scooter,1,33
0xac8a ,4.2,12.914264,77.6784,12.934264,77.6984,Stormy,Low,motorcycle,0,31
0xd363 ,4.8,27.201725,78.007553,27.261725,78.067553,Sunny,Low,motorcycle,1,18
0xbc0a ,4.6,26.90294,75.793007,26.94294,75.833007,Windy,High,scooter,0,25
0xcde0 ,4.8,22.553227,88.353273,22.683227,88.483273,Fog,Medium,scooter,2,44
0xcc76 ,5.0,19.874103,75.368419,19.904103,75.398419,Stormy,Jam,motorcycle,1,32
0x3351 ,4.6,13.064181,80.236442,13.094181,80.266442,Sunny,Jam,scooter,1,17
0x405b ,4.4,18.53408,73.89852,18.61408,73.97852,Fog,Medium,scooter,1,34
0x3d88 ,4.8,11.003669,76.976494,11.023669,76.996494,Cloudy,Low,electric_scooter,1,14
0xd5c1 ,4.6,27.160934,78.044095,27.240934,78.124095,Sunny,Jam,scooter,1,27
0xb3f5 ,4.6,12.310972,76.659264,12.400972,76.749264,Sunny,Low,motorcycle,1,26
0x9f9c ,3.7,17.433809,78.386744,17.513809,78.466744,Cloudy,Low,motorcycle,1,33
0xa9c7 ,4.9,22.31279,73.170283,22.37279,73.230283,Windy,Medium,electric_scooter,1,30
0x5488 ,4.9,11.001852,76.976268,11.091852,77.066268,Sandstorms,Low,motorcycle,1,24
0x66b8 ,4.5,18.55144,73.804855,18.61144,73.864855,Sandstorms,Jam,scooter,1,30
0xcce9 ,4.6,9.991703,76.293136,10.011703,76.313136,Sandstorms,Low,motorcycle,1,29
0xa4b2 ,4.8,17.45971,78.368855,17.51971,78.428855,Fog,Medium,motorcycle,1,14
0x4e38 ,4.8,21.185047,72.80859,21.295047,72.91859,Windy,Jam,motorcycle,1,28
0x3e19 ,4.8,21.170096,72.789122,21.180096,72.799122,Stormy,Low,motorcycle,0,25
0x404d ,4.6,12.979166,77.640709,13.049166,77.710709,Stormy,Jam,scooter,1,23
0xaf97 ,4.6,26.913987,75.752891,27.043987,75.882891,Sandstorms,Low,motorcycle,1,19
0x5c21 ,4.9,11.008638,76.984311,11.068638,77.044311,Fog,Medium,electric_scooter,1,19
0x557 ,4.7,12.326356,76.619103,12.436356,76.729103,Fog,Low,electric_scooter,0,34
0x5282 ,4.9,12.935662,77.61413,12.955662,77.63413,Windy,Low,scooter,1,21
0xb296 ,4.7,22.751857,75.866699,22.881857,75.996699,Sunny,Medium,motorcycle,1,17
0x67fa ,5.0,21.170798,72.790489,21.250798,72.870489,Stormy,Medium,motorcycle,1,38
0x885a ,4.8,12.972532,77.608179,13.102532,77.738179,Sandstorms,Jam,scooter,1,30
0x68db ,4.7,12.323978,76.627961,12.433978,76.737961,Stormy,Medium,motorcycle,1,30
0x892a ,4.9,11.001852,76.976268,11.081852,77.056268,Fog,Low,electric_scooter,1,20
0x36c4 ,4.4,17.458998,78.500366,17.518998,78.560366,Cloudy,Medium,motorcycle,0,31
0xdbd2 ,4.5,10.028047,76.310019,10.088047,76.370019,Sandstorms,Jam,scooter,1,22
0x2467 ,4.7,22.311603,73.165012,22.351603,73.205012,Stormy,Medium,motorcycle,1,24
0x216a ,4.6,26.88842,75.800689,26.96842,75.880689,Sunny,Jam,electric_scooter,0,16
0x314f ,4.8,19.176269,72.836721,19.196269,72.856721,Sunny,High,scooter,1,19
0x7502 ,4.9,22.745536,75.893106,22.825536,75.973106,Sunny,Medium,motorcycle,1,33
0x35ba ,5.0,11.022477,76.995667,11.082477,77.055667,Fog,Jam,electric_scooter,1,21
0xb6a4 ,4.6,12.337978,76.616792,12.387978,76.666792,Fog,Medium,motorcycle,1,25
0x8f53 ,4.8,22.725835,75.887648,22.765835,75.927648,Cloudy,High,motorcycle,1,21
0x4af2 ,4.9,12.297954,76.665169,12.357954,76.725169,Sunny,Medium,motorcycle,1,17
0xb2e ,4.1,12.337928,76.617889,12.407928,76.687889,Sandstorms,Jam,motorcycle,1,50
0xa268 ,4.9,26.902908,75.792934,26.952908,75.842934,Fog,Medium,scooter,0,18
0xc2f6 ,5.0,26.474986,80.342796,26.614986,80.482796,Stormy,Jam,motorcycle,1,23
0xa794 ,4.6,26.902908,75.792934,26.962908,75.852934,Sunny,Jam,scooter,1,16
0x5b0 ,6.0,12.3085,76.665808,12.4185,76.775808,Fog,Low,electric_scooter,1,35
0x3074 ,4.2,17.411028,78.329645,17.431028,78.349645,Windy,Low,motorcycle,0,22
0xa6d3 ,4.6,18.994049,72.825203,19.014049,72.845203,Stormy,Low,scooter,1,11
0x6984 ,4.3,19.176269,72.836721,19.186269,72.846721,Sandstorms,High,scooter,1,32
0x9874 ,4.8,21.186884,72.793616,21.206884,72.813616,Fog,Low,electric_scooter,1,17
0x9130 ,4.9,13.064181,80.236442,13.094181,80.266442,Sandstorms,Jam,motorcycle,1,31
0x4af5 ,4.8,12.975377,77.696664,13.025377,77.746664,Windy,Jam,motorcycle,0,31
0x433a ,4.8,12.906229,77.596791,12.986229,77.676791,Stormy,Low,motorcycle,0,15
0x8664 ,4.7,12.970221,77.645396,13.080221,77.755396,Fog,Jam,motorcycle,2,40
0x93c6 ,4.9,21.149669,72.772629,21.209669,72.832629,Fog,Medium,motorcycle,0,24
0x9355 ,4.3,17.438263,78.397865,17.498263,78.457865,Sunny,Jam,motorcycle,0,48
0x4406 ,4.7,13.086438,80.220672,13.156439,80.290672,Cloudy,Low,scooter,1,22
0x7911 ,4.8,12.337928,76.617889,12.427928,76.707889,Fog,Medium,motorcycle,1,36
0x9ccd ,4.8,11.001852,76.976268,11.061852,77.036268,Windy,Medium,motorcycle,1,25
0xc41 ,4.6,22.751857,75.866699,22.791857,75.906699,Sandstorms,Medium,motorcycle,1,15
0x3739 ,4.7,12.323994,76.626167,12.413994,76.716167,Sandstorms,Jam,scooter,0,15
0x755c ,4.2,26.849596,75.800512,26.929596,75.880512,Stormy,Jam,motorcycle,1,51
0x1042 ,4.7,17.450851,78.379347,17.540851,78.469347,Sandstorms,Jam,motorcycle,1,29
0x774f ,4.5,23.351058,85.325731,23.391058,85.365731,Sunny,High,motorcycle,1,46
0xe02b ,4.3,23.214459,77.434976,23.344459,77.564976,Cloudy,Low,scooter,1,36
0xba97 ,4.7,22.761226,75.887522,22.831226,75.957521,Sunny,Jam,motorcycle,0,12
0xdeed ,4.1,25.457116,81.859682,25.517116,81.919682,Fog,Jam,scooter,1,33
0x7bcf ,4.1,12.321214,76.621094,12.411214,76.711094,Sandstorms,Jam,motorcycle,1,45
0x41c2 ,4.8,13.054347,80.257221,13.094347,80.297221,Sandstorms,High,scooter,0,13
0x3803 ,4.6,12.311072,76.654878,12.401072,76.744878,Windy,Low,motorcycle,1,28
0x96bb ,4.6,12.98041,77.640489,13.09041,77.750489,Cloudy,Low,scooter,0,27
0x4a8d ,4.3,12.352058,76.60665,12.422058,76.67665,Cloudy,Jam,motorcycle,1,39
0x47d5 ,4.7,17.451976,78.385883,17.491976,78.425883,Fog,Medium,motorcycle,0,29
0xe74 ,4.7,26.911378,75.789034,26.971378,75.849034,Cloudy,Low,motorcycle,0,16
0x8911 ,4.4,13.091809,80.219104,13.161809,80.289104,Sunny,Jam,motorcycle,1,33
0xb37f ,4.7,12.972161,77.596014,13.052161,77.676014,Cloudy,Jam,motorcycle,1,35
0x94cf ,4.8,17.483216,78.552111,17.533216,78.602111,Sunny,Low,scooter,1,17
0xc1a3 ,4.5,30.327968,78.046106,30.357968,78.076106,Stormy,Low,motorcycle,1,20
0x69db ,4.6,21.160522,72.771477,21.250522,72.861477,Windy,Jam,motorcycle,3,45
0x2780 ,4.8,12.323978,76.627961,12.373978,76.677961,Sandstorms,Medium,motorcycle,1,23
0x1257 ,4.9,12.325461,76.632278,12.455461,76.762278,Windy,Low,scooter,0,17
0xe203 ,4.7,26.472001,80.354002,26.482001,80.364002,Sandstorms,Low,motorcycle,0,10
0x8ffa ,4.7,11.025083,77.015393,11.115083,77.105393,Fog,Medium,scooter,1,32
0x9a20 ,4.2,22.310329,73.169083,22.340329,73.199083,Stormy,Jam,electric_scooter,0,33
0x1433 ,4.9,12.337978,76.616792,12.387978,76.666792,Windy,Jam,motorcycle,0,12
0x1637 ,4.7,11.010375,76.95295,11.060375,77.00295,Fog,Jam,motorcycle,1,24
0x3516 ,4.5,13.064181,80.236442,13.114181,80.286442,Fog,Jam,scooter,1,30
0x4d3a ,4.9,12.304569,76.643622,12.434569,76.773622,Cloudy,Jam,electric_scooter,2,47
0xcaea ,3.5,27.163303,78.057044,27.243303,78.137044,Sandstorms,Medium,motorcycle,1,31
0x218b ,4.2,22.751857,75.866699,22.881857,75.996699,Stormy,Jam,scooter,1,42
0x4b9b ,4.6,12.906229,77.596791,12.946229,77.636791,Windy,High,scooter,1,25
0x2874 ,4.9,21.17106,72.789292,21.26106,72.879292,Fog,Low,scooter,1,26
0x2eab ,4.2,23.354422,85.3329,23.394422,85.3729,Sunny,High,motorcycle,1,44
0x1fbc ,4.8,19.22384,72.841347,19.28384,72.901347,Fog,Medium,scooter,0,17
0xd759 ,4.5,25.449872,81.836167,25.509872,81.896167,Sunny,Medium,scooter,1,18
0x45d9 ,4.8,11.022298,76.998349,11.072298,77.048349,Stormy,Jam,scooter,0,13
0x52aa ,4.7,13.026279,80.174568,13.046279,80.194568,Cloudy,High,motorcycle,1,28
0x2d52 ,2.5,23.371292,85.327872,23.441292,85.397872,Sunny,Low,motorcycle,1,35
0x8b4 ,4.7,12.352058,76.60665,12.482058,76.73665,Fog,Jam,electric_scooter,1,45
0x867e ,4.9,26.846156,75.8023,26.886156,75.8423,Sunny,Medium,scooter,0,15
0xa9e ,4.7,13.054347,80.257221,13.074347,80.277221,Fog,Low,motorcycle,1,38
0x5efb ,4.6,23.333017,85.3172,23.343017,85.3272,Fog,Low,scooter,1,15
0x6043 ,4.8,12.337928,76.617889,12.417928,76.697889,Sunny,Medium,scooter,0,14
0xad3d ,4.9,21.186884,72.793616,21.236884,72.843616,Sandstorms,Jam,scooter,0,28
0xc18d ,4.9,19.866969,75.318894,19.956969,75.408894,Fog,Low,electric_scooter,0,20
0x704d ,4.9,12.979166,77.640709,13.029166,77.690709,Sunny,Jam,motorcycle,1,19
0x6724 ,4.5,26.913483,75.803139,27.053483,75.943139,Windy,Medium,motorcycle,0,21
0x2ddb ,4.8,17.41233,78.449654,17.46233,78.499654,Stormy,Medium,scooter,1,28
0x7ac ,4.7,12.326356,76.619103,12.346356,76.639103,Fog,Low,scooter,1,18
0x4e24 ,4.2,22.745536,75.893106,22.765536,75.913106,Fog,High,scooter,1,33
0x5a59 ,5.0,18.554382,73.798206,18.604382,73.848206,Stormy,Jam,scooter,1,26
0x5696 ,4.7,12.323225,76.630028,12.453225,76.760028,Sandstorms,Jam,motorcycle,1,18
0x49b5 ,4.5,18.554382,73.798206,18.624382,73.868206,Stormy,Medium,motorcycle,1,34
0x67c1 ,4.6,13.081878,80.248519,13.121878,80.288519,Sandstorms,High,scooter,0,13
0xc5a ,3.6,12.3085,76.665808,12.4185,76.775808,Windy,Jam,scooter,1,33
0x2287 ,4.5,12.323194,76.630583,12.343194,76.650583,Windy,Low,scooter,1,29
0xd754 ,4.7,15.546594,73.760431,15.586594,73.800431,Sunny,High,scooter,1,22
0xa0b5 ,4.9,11.008638,76.984311,11.078638,77.054311,Windy,Medium,motorcycle,0,26
0xa15 ,4.9,18.55144,73.804855,18.61144,73.864855,Stormy,Low,motorcycle,1,15
0xbd83 ,4.7,17.455894,78.375467,17.495894,78.415467,Windy,High,scooter,0,10
0x72f3 ,4.1,26.902908,75.792934,26.972908,75.862934,Fog,Jam,motorcycle,1,39
0x7e2b ,4.9,23.359407,85.325055,23.449407,85.415055,Windy,Jam,motorcycle,1,17
0xd5e3 ,4.3,9.960846,76.293936,9.980846,76.313936,Stormy,Low,motorcycle,0,17
0x2eb1 ,4.3,12.975996,80.221898,13.035996,80.281898,Windy,Low,motorcycle,1,17
0xb941 ,5.0,13.02978,80.208812,13.07978,80.258812,Sandstorms,Low,motorcycle,0,17
0xdee ,4.7,26.90294,75.793007,26.92294,75.813007,Fog,Low,scooter,1,14
0xc66e ,3.2,25.450377,81.834236,25.530377,81.914236,Sunny,Low,scooter,1,41
0x5337 ,4.1,13.027018,80.254791,13.057018,80.284791,Sunny,Jam,motorcycle,1,40
0x8461 ,4.6,12.352058,76.60665,12.412058,76.66665,Sandstorms,Low,scooter,0,29
0xd3e9 ,4.7,23.218998,77.373573,23.238998,77.393573,Stormy,Low,electric_scooter,0,24
0x7576 ,4.5,21.186884,72.793616,21.216884,72.823616,Stormy,Jam,electric_scooter,0,17
0x3c9e ,5.0,26.911378,75.789034,26.921378,75.799034,Stormy,Low,motorcycle,0,27
0xc6f ,4.6,11.022298,76.998349,11.112298,77.088349,Sunny,Low,motorcycle,1,21
0x8120 ,4.5,22.753659,75.903365,22.823659,75.973365,Sandstorms,Jam,motorcycle,0,20
0x2c37 ,4.7,26.892312,75.806896,27.022313,75.936896,Sunny,Low,scooter,0,27
0xd6db ,4.6,19.875016,75.322405,19.935016,75.382405,Sunny,Jam,electric_scooter,1,19
0x7f1b ,4.9,21.175975,72.795503,21.205975,72.825503,Fog,Low,motorcycle,1,18
0x294a ,4.7,17.483216,78.552111,17.563216,78.632111,Windy,Medium,motorcycle,2,45
0xa4a7 ,4.5,22.751234,75.88949,22.791234,75.92949,Fog,Medium,motorcycle,1,22
0x4563 ,5.0,17.431477,78.40035,17.471477,78.44035,Stormy,High,scooter,0,20
0x9f2b ,4.7,11.016298,76.972076,11.126298,77.082076,Windy,Low,scooter,1,21
0x438f ,4.6,12.933298,77.614293,12.973298,77.654293,Sunny,Medium,scooter,1,23
0x4378 ,4.6,17.429585,78.392621,17.509585,78.472621,Fog,Low,scooter,1,25
0x5fd2 ,4.6,12.316967,76.603067,12.406967,76.693067,Sandstorms,Jam,motorcycle,0,27
0x2345 ,4.7,17.455894,78.375467,17.545894,78.465467,Fog,Jam,motorcycle,1,44
0xa63f ,4.3,23.374878,85.335739,23.464878,85.425739,Cloudy,Jam,scooter,0,39
0xd245 ,4.2,27.163303,78.057044,27.253303,78.147044,Fog,Medium,scooter,1,39
0xdc3d ,4.6,19.888716,75.321461,20.018716,75.451461,Sunny,Medium,scooter,1,19
0xadb0 ,4.6,23.354422,85.3329,23.404422,85.3829,Sunny,Medium,motorcycle,1,21
0xa696 ,4.3,22.760072,75.892574,22.890072,76.022574,Windy,Medium,motorcycle,1,35
0x8289 ,4.8,21.17106,72.789292,21.18106,72.799292,Sandstorms,Low,scooter,1,16
0x1dd3 ,4.8,12.297954,76.665169,12.387954,76.755169,Stormy,Jam,motorcycle,1,42
0x4182 ,4.6,21.15276,72.778059,21.19276,72.818059,Windy,Medium,motorcycle,0,16
0x8a90 ,4.5,12.316967,76.603067,12.426967,76.713067,Windy,Low,scooter,0,14
0x809d ,5.0,22.745536,75.893106,22.855536,76.003106,Windy,Jam,motorcycle,1,42
0xda65 ,4.4,23.230791,77.43702,23.270791,77.47702,Stormy,High,motorcycle,1,36
0x8f4f ,4.8,22.753659,75.903365,22.813659,75.963365,Sunny,Medium,motorcycle,1,24
0xb9fd ,4.7,26.846156,75.8023,26.886156,75.8423,Sandstorms,High,motorcycle,1,36
0xc840 ,4.7,15.544419,73.755736,15.624419,73.835736,Stormy,Medium,motorcycle,2,37
0xa2cc ,4.9,11.006686,76.951736,11.066686,77.011736,Stormy,Jam,motorcycle,1,15
0x2128 ,4.6,12.323978,76.627961,12.333978,76.637961,Sandstorms,Low,scooter,0,17
0x3a1b ,4.1,11.024839,77.007003,11.094839,77.077003,Stormy,Medium,motorcycle,0,37
0xbe9d ,4.9,11.001753,76.986241,11.071753,77.056241,Stormy,Medium,motorcycle,1,23
0x6d9 ,4.8,19.221315,72.862381,19.231315,72.872381,Sandstorms,Low,motorcycle,1,17
0x59d5 ,4.8,12.326356,76.619103,12.406356,76.699103,Cloudy,Jam,scooter,2,36
0x2e39 ,4.9,21.186608,72.794136,21.236608,72.844136,Windy,Jam,scooter,0,10
0x2bc5 ,4.9,21.149669,72.772629,21.189669,72.812629,Sunny,High,scooter,1,23
0x5722 ,3.9,23.374989,85.335486,23.444989,85.405486,Stormy,Jam,motorcycle,1,42
0xc5a7 ,4.7,30.88722,75.804893,30.91722,75.834893,Sunny,Medium,motorcycle,1,21
0x9c5a ,4.9,11.003008,76.97544,11.113008,77.08544,Sunny,Jam,electric_scooter,0,12
0x9bc3 ,4.6,26.90519,75.810753,26.99519,75.900753,Fog,Low,motorcycle,1,23
0xcde4 ,4.0,19.866969,75.318894,19.886969,75.338894,Fog,High,motorcycle,0,31
0x1405 ,3.6,12.311072,76.654878,12.391072,76.734878,Stormy,Jam,motorcycle,1,31
0xecc ,4.9,17.424114,78.347554,17.494114,78.417554,Cloudy,Low,motorcycle,1,39
0x6135 ,4.1,26.90294,75.793007,26.99294,75.883007,Stormy,Jam,motorcycle,1,43
0x72fc ,4.0,12.297954,76.665169,12.407954,76.775169,Fog,Jam,scooter,2,44
0x57b3 ,4.4,22.751234,75.88949,22.811234,75.94949,Stormy,Low,motorcycle,1,28
0xaf10 ,4.1,10.994136,76.963303,11.024136,76.993303,Cloudy,Jam,motorcycle,1,35
0xbb86 ,4.8,13.022394,80.242439,13.052394,80.272439,Sandstorms,Medium,scooter,1,28
0xa191 ,4.8,21.173493,72.801953,21.253493,72.881953,Stormy,Jam,motorcycle,1,29
0x2537 ,4.9,26.905287,75.794592,26.945287,75.834592,Windy,High,scooter,1,26
0xbc80 ,4.8,12.978453,77.643685,12.998453,77.663685,Stormy,Low,motorcycle,0,24
0x1113 ,4.7,11.003681,76.975525,11.093681,77.065525,Fog,Medium,motorcycle,1,34
0xb7fe ,4.8,12.939496,77.625999,12.969496,77.655999,Stormy,Medium,motorcycle,1,25
0xaf9d ,4.5,26.846156,75.8023,26.906156,75.8623,Windy,Medium,motorcycle,1,20
0x4eda ,4.9,11.021278,76.995017,11.111278,77.085017,Windy,Jam,scooter,0,15
0xb42a ,5.0,18.539299,73.897902,18.649299,74.007902,Stormy,Jam,motorcycle,1,34
0x5ecc ,4.9,12.3085,76.665808,12.3285,76.685808,Sunny,Low,motorcycle,1,29
0x9378 ,4.8,19.091458,72.827808,19.201458,72.937808,Sunny,Medium,motorcycle,1,36
0xca0e ,4.7,22.514688,88.393294,22.604688,88.483294,Sandstorms,Low,motorcycle,1,19
0x3fdf ,4.8,12.913041,77.683237,12.933041,77.703237,Windy,Low,motorcycle,0,15
0xb2cf ,4.6,12.913041,77.683237,12.983041,77.753237,Cloudy,Medium,scooter,2,38
0xd8c2 ,4.9,30.899992,75.831338,30.929992,75.861338,Cloudy,Jam,motorcycle,1,30
0x5991 ,4.7,13.091809,80.219104,13.121809,80.249104,Cloudy,Medium,scooter,1,17
0xd53c ,4.7,23.232537,77.429845,23.252537,77.449845,Sandstorms,Low,motorcycle,1,18
0x9c8f ,4.6,12.972532,77.608179,12.982532,77.618179,Windy,High,scooter,1,25
0xd627 ,4.8,25.450377,81.834236,25.500377,81.884236,Sunny,Jam,motorcycle,1,22
0x837e ,4.8,26.846156,75.8023,26.956156,75.9123,Cloudy,Jam,scooter,1,42
0x4d8f ,4.8,11.022477,76.995667,11.092477,77.065667,Fog,Low,motorcycle,0,40
0x6046 ,4.9,12.299524,76.64262,12.319524,76.66262,Cloudy,Low,motorcycle,1,16
0x78cb ,4.4,19.207222,72.972281,19.317222,73.082281,Fog,Jam,motorcycle,1,36
0x3c37 ,4.6,12.284747,76.625861,12.414747,76.755861,Windy,Medium,motorcycle,1,27
0xc630 ,4.0,27.160934,78.044095,27.220934,78.104095,Sandstorms,Low,motorcycle,1,24
0x2996 ,4.9,21.186438,72.794115,21.246438,72.854115,Fog,Low,motorcycle,0,29
0x6221 ,4.9,23.351489,85.324253,23.361489,85.334253,Sunny,Low,scooter,0,10
0x5f2b ,4.9,13.081878,80.248519,13.121878,80.288519,Cloudy,High,electric_scooter,1,23
0x11c0 ,4.9,22.311844,73.165081,22.441844,73.295081,Sandstorms,Low,scooter,1,18
0xb4f8 ,5.0,22.761593,75.886362,22.891593,76.016362,Windy,Low,motorcycle,1,13
0x321b ,4.6,11.026117,76.944652,11.046117,76.964652,Sunny,Low,motorcycle,1,16
0x998a ,4.8,17.440827,78.393391,17.500827,78.453391,Windy,Medium,motorcycle,1,27
0x3064 ,4.6,22.310526,73.170937,22.390526,73.250937,Sandstorms,Jam,scooter,1,26
0xa9a ,4.7,22.761226,75.887522,22.781226,75.907522,Fog,Low,bicycle,1,24
0x7fa5 ,4.6,12.323978,76.627961,12.433978,76.737961,Cloudy,Jam,motorcycle,2,42
0x3087 ,4.7,19.176269,72.836721,19.236269,72.896721,Cloudy,Medium,scooter,1,12
0x9eb5 ,4.9,23.357804,85.325146,23.367804,85.335146,Sandstorms,Low,motorcycle,1,23
0x2ab5 ,4.7,12.970324,77.645748,12.980324,77.655748,Stormy,Low,electric_scooter,1,10
0xbe25 ,4.0,22.745536,75.893106,22.755536,75.903106,Cloudy,High,scooter,1,32
0x2b1c ,4.7,21.186884,72.793616,21.216884,72.823616,Fog,Jam,motorcycle,1,30
0x206b ,4.1,11.003008,76.97544,11.093008,77.06544,Stormy,Jam,motorcycle,0,42
0xdd6f ,4.2,30.89286,75.822199,30.90286,75.832199,Stormy,Low,motorcycle,1,25
0x7667 ,4.7,11.008638,76.984311,11.028638,77.004311,Cloudy,Low,motorcycle,1,24
0xb502 ,4.7,23.357804,85.325146,23.467804,85.435146,Sunny,Medium,motorcycle,2,38
0xdf9c ,4.8,9.979186,76.317361,10.089186,76.427361,Cloudy,Jam,motorcycle,1,44
0x87f1 ,4.6,26.88842,75.800689,26.99842,75.910689,Windy,Jam,motorcycle,0,28
0x81f6 ,5.0,26.913726,75.75282,27.003726,75.842821,Sunny,Jam,scooter,0,17
0xdff ,4.6,19.176269,72.836721,19.246269,72.906721,Windy,Medium,scooter,1,20
0xa7f9 ,4.2,12.939496,77.625999,13.069496,77.755999,Sandstorms,Medium,motorcycle,1,35
0xa50b ,4.5,17.430448,78.418213,17.520448,78.508213,Sunny,Jam,motorcycle,1,19
0x367f ,5.0,10.96185,76.971082,11.01185,77.021082,Sunny,Low,scooter,1,24
0x7d20 ,4.6,21.149569,72.772697,21.179569,72.802697,Cloudy,Low,motorcycle,0,18
0x4aa9 ,4.9,21.160437,72.774209,21.190437,72.804209,Windy,Low,scooter,0,27
0x5eec ,4.8,22.725835,75.887648,22.835835,75.997648,Sunny,Jam,scooter,1,25
